Name,First year,Last year,Full Name,Country,Positions,Bat hand,Throw hand,HoF,HoF type,HoF year,HoF comittee,Years,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%
Joe Pactwa,1975,1975,Joseph Martin Pactwa,us,['Pitcher'],Left,Left,-,-,-,-,1.0,1.0,0.0,1.000,3.86,4.0,3.0,1.0,0.0,0.0,0.0,16.1,23.0,7.0,7.0,0.0,10.0,0.0,3.0,0.0,0.0,1.0,79.0,94.0,4.06,2.020,12.7,0.0,5.5,1.7,0.30,3.86,4.47,-0.40,0.05,93.0,4.58,1.0,0.1,.02,0.0,0.3,3.0,.537,.501
Chris Paddack,2019,2022,Christopher Joseph Paddack,us,['Pitcher'],Right,Right,-,-,-,-,4.0,21.0,21.0,.500,4.20,66.0,65.0,0.0,0.0,0.0,0.0,330.1,307.0,168.0,154.0,52.0,67.0,2.0,330.0,10.0,1.0,4.0,1365.0,97.0,3.93,1.132,8.4,1.4,1.8,9.0,4.93,4.58,4.73,0.13,0.21,0.00,92.8,4.46,-3,-0.2,1.15,-0.3,2.6,27.0,.498
Juan Padilla,2004,2005,Juan Miguel Padilla,pr,['Pitcher'],Right,Right,-,-,-,-,2.0,4.0,1.0,.800,4.06,42.0,0.0,8.0,0.0,0.0,1.0,62.0,63.0,29.0,28.0,7.0,25.0,2.0,34.0,3.0,0.0,0.0,273.0,105.0,4.76,1.419,9.1,1.0,3.6,4.9,1.36,4.21,4.58,-0.18,-0.31,97.4,4.34,1.0,0.2,.98,0.2,0.9,7.0,.505,.502
Vicente Padilla,1999,2012,Vicente Padilla,ni,['Pitcher'],Right,Right,-,-,-,-,14.0,108.0,91.0,.543,4.32,386.0,237.0,37.0,4.0,4.0,6.0,1571.1,1612.0,823.0,754.0,181.0,551.0,45.0,1121.0,109.0,12.0,37.0,6808.0,100.0,4.41,1.377,9.2,1.0,3.2,6.4,2.03,4.71,4.71,0.08,0.12,99.0,4.70,-10,-0.6,1.48,-2.0,12.0,150.0,.498,.500
Juan Padrón,1922,1926,Juan Padrón,us,['Pitcher'],Left,Left,-,-,-,-,5.0,38.0,33.0,.535,3.14,106.0,78.0,11.0,42.0,11.0,4.0,634.0,603.0,295.0,221.0,19.0,155.0,,334.0,22.0,0.0,1.0,2661.0,146.0,3.01,1.196,8.6,0.3,2.2,4.7,2.15,4.19,5.54,0.13,0.00,100.0,5.41,98.0,9.6,1.00,-0.7,14.9,160.0,.591,.514
Dave Pagan,1973,1977,David Percy Pagan,ca,['Pitcher'],Right,Right,-,-,-,-,5.0,4.0,9.0,.308,4.96,85.0,18.0,25.0,3.0,1.0,4.0,232.1,254.0,141.0,128.0,9.0,95.0,8.0,147.0,5.0,0.0,10.0,1010.0,75.0,3.17,1.502,9.8,0.3,3.7,5.7,1.55,5.46,4.23,0.15,-0.15,100.1,3.94,-39,-3.9,.96,-0.4,-2.0,-18,.454,.493
Emilio Pagan,2017,2022,Emilio Enrique Pagan,us,['Pitcher'],Left,Right,-,-,-,-,6.0,13.0,11.0,.542,3.64,256.0,0.0,77.0,0.0,0.0,27.0,279.1,216.0,119.0,113.0,54.0,77.0,2.0,322.0,7.0,0.0,7.0,1128.0,114.0,4.28,1.049,7.0,1.7,2.5,10.4,4.18,3.83,4.81,0.16,-0.32,0.02,94.4,4.11,8.0,0.8,1.21,-0.3,3.3,37.0,.503
Joe Page,1944,1954,Joseph Francis Page,us,['Pitcher'],Left,Left,-,-,-,-,8.0,57.0,49.0,.538,3.53,285.0,45.0,182.0,14.0,1.0,76.0,790.0,727.0,369.0,310.0,42.0,421.0,23.0,519.0,15.0,5.0,16.0,3450.0,106.0,3.66,1.453,8.3,0.5,4.8,5.9,1.23,4.20,4.34,0.17,0.00,98.0,4.08,-11,-0.7,1.73,0.8,6.6,50.0,.498,.503
Phil Page,1928,1934,Philippe Rausac Page,us,['Pitcher'],Right,Left,-,-,-,-,4.0,3.0,3.0,.500,6.23,31.0,6.0,12.0,3.0,0.0,0.0,69.1,86.0,56.0,48.0,4.0,44.0,0.0,15.0,1.0,0.0,3.0,329.0,70.0,5.20,1.875,11.2,0.5,5.7,1.9,0.34,7.27,4.87,-0.25,0.00,103.2,5.28,-15,-1.3,.83,-0.1,-0.7,-8,.458,.497
Sam Page,1939,1939,Samuel Walter Page,us,['Pitcher'],Left,Right,-,-,-,-,1.0,0.0,3.0,.000,6.95,4.0,3.0,0.0,1.0,0.0,0.0,22.0,34.0,27.0,17.0,1.0,15.0,0.0,11.0,0.0,0.0,0.0,115.0,68.0,4.23,2.227,13.9,0.4,6.1,4.5,0.73,11.05,5.80,-0.57,0.00,99.9,6.37,-12,-0.9,.45,0.0,-0.7,-9,.286,.495
Vance Page,1938,1941,Vance Linwood Page,us,['Pitcher'],Right,Right,-,-,-,-,4.0,15.0,16.0,.484,4.03,95.0,30.0,41.0,12.0,1.0,5.0,314.2,372.0,172.0,141.0,15.0,106.0,14.0,100.0,3.0,1.0,6.0,1416.0,95.0,3.65,1.519,10.6,0.4,3.0,2.9,0.94,4.90,4.41,-0.10,0.00,97.9,4.41,-16,-1.6,1.02,-0.3,1.0,11.0,.483,.497
Paige,1937,1937,,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,1.0,.000,13.50,1.0,0.0,1.0,0.0,0.0,0.0,3.1,6.0,6.0,5.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,22.0,36.0,5.90,3.300,16.2,0.0,13.5,8.1,0.60,16.20,5.48,-0.70,0.00,100.0,6.18,-4,-0.2,1.00,0.0,-0.2,-3,.262,.499
Pat Paige,1911,1911,George Lynn Paige,us,['Pitcher'],Left,Right,-,-,-,-,1.0,1.0,0.0,1.000,4.50,2.0,1.0,1.0,1.0,0.0,0.0,16.0,21.0,12.0,8.0,0.0,7.0,,6.0,0.0,0.0,0.0,69.0,78.0,3.33,1.750,11.8,0.0,3.9,3.4,0.86,6.75,4.92,0.07,0.00,96.9,4.70,-4,-0.3,1.00,0.0,-0.2,-2,.337,.498
Satchel Paige,1927,1965,Leroy Robert Paige,us,['Pitcher'],Right,Right,1,Player,1971,Negro League Committee,21.0,121.0,81.0,.599,2.70,398.0,195.0,112.0,95.0,22.0,44.0,1729.2,1441.0,646.0,518.0,44.0,453.0,33.0,1480.0,24.0,5.0,23.0,5034.0,152.0,2.17,1.095,7.5,0.2,2.4,7.7,3.27,3.36,4.75,-0.01,0.00,100.5,4.78,321.0,33.9,1.52,-1.7,47.6,441.0,.585,.511
Phil Paine,1951,1958,Phillips Steere Paine,us,['Pitcher'],Right,Right,-,-,-,-,6.0,10.0,1.0,.909,3.36,95.0,0.0,43.0,0.0,0.0,1.0,150.0,144.0,67.0,56.0,12.0,80.0,8.0,101.0,10.0,1.0,3.0,658.0,119.0,3.94,1.493,8.6,0.7,4.8,6.1,1.26,4.02,4.58,0.01,0.00,99.7,4.56,10.0,1.2,.74,-0.3,2.5,25.0,.513,.502
Lance Painter,1993,2003,Lance Telford Painter,gb,['Pitcher'],Left,Left,-,-,-,-,10.0,25.0,18.0,.581,5.24,314.0,28.0,56.0,1.0,0.0,3.0,450.0,496.0,278.0,262.0,66.0,178.0,15.0,331.0,15.0,2.0,20.0,1983.0,92.0,4.83,1.498,9.9,1.3,3.6,6.6,1.86,5.56,4.88,-0.08,-0.19,110.5,5.27,-17,-1.6,1.20,-0.7,1.8,28.0,.495,.499
Vicente Palacios,1987,2000,Vicente Palacios,mx,['Pitcher'],Right,Right,-,-,-,-,8.0,17.0,20.0,.459,4.43,134.0,44.0,26.0,2.0,2.0,7.0,372.0,348.0,190.0,183.0,44.0,158.0,9.0,270.0,7.0,7.0,22.0,1576.0,88.0,4.38,1.360,8.4,1.1,3.8,6.5,1.71,4.60,4.36,0.15,-0.03,99.0,4.14,-21,-2.0,1.15,-0.4,0.8,12.0,.485,.498
Mike Palagyi,1939,1939,Michael Raymond Palagyi,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,inf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,,,,,,,0.00,,,,,,,-3,0.0,,0.0,0.0,-3,.500,.500
Erv Palica,1945,1956,Ervin Martin Palica,us,['Pitcher'],Right,Right,-,-,-,-,9.0,41.0,55.0,.427,4.22,246.0,80.0,76.0,20.0,3.0,12.0,839.1,806.0,432.0,394.0,72.0,399.0,33.0,423.0,11.0,0.0,24.0,3640.0,95.0,4.08,1.436,8.6,0.8,4.3,4.5,1.06,4.63,4.64,0.04,0.00,98.7,4.53,-11,-1.0,1.26,-0.5,6.8,74.0,.496,.500
Donn Pall,1988,1998,Donn Steven Pall,us,['Pitcher'],Right,Right,-,-,-,-,10.0,24.0,23.0,.511,3.63,328.0,0.0,94.0,0.0,0.0,10.0,505.1,519.0,231.0,204.0,52.0,139.0,29.0,278.0,21.0,4.0,18.0,2139.0,111.0,4.08,1.302,9.2,0.9,2.5,5.0,2.00,4.11,4.59,0.17,-0.34,97.9,3.99,-6,-0.6,1.22,-0.5,4.0,43.0,.498,.500
Andre Pallante,2022,2022,Neil Andre Pallante,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,1.15,12.0,0.0,1.0,0.0,0.0,0.0,15.2,15.0,2.0,2.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,68.0,338.0,4.30,1.468,8.6,0.6,4.6,5.2,1.13,1.15,4.50,0.25,-0.29,0.00,94.7,3.75,4.0,0.5,1.33,0.0,0.6,6.0,.538
Mike Palm,1948,1948,Richard Paul Palm,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,6.00,3.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,81.0,7.09,3.667,18.0,0.0,15.0,3.0,0.20,6.00,4.12,0.22,0.00,103.6,4.04,-1,-0.1,.69,0.0,0.0,0.0,.479,.500
Billy Palmer,1885,1885,Billy Palmer,us,['Pitcher'],-,-,-,-,-,-,1.0,0.0,4.0,.000,3.44,4.0,4.0,0.0,4.0,0.0,0.0,34.0,46.0,33.0,13.0,2.0,20.0,,9.0,,0.0,6.0,168.0,82.0,4.88,1.941,12.2,0.5,5.3,2.4,0.45,8.74,5.16,0.27,0.00,98.0,4.79,-14,-1.0,,0.0,-0.7,-11,.245,.494
David Palmer,1978,1989,David William Palmer,us,['Pitcher'],Right,Right,-,-,-,-,10.0,64.0,59.0,.520,3.78,212.0,176.0,14.0,10.0,4.0,2.0,1085.0,1036.0,515.0,456.0,78.0,434.0,36.0,748.0,21.0,5.0,34.0,4626.0,99.0,3.58,1.355,8.6,0.6,3.6,6.2,1.72,4.27,4.16,-0.08,0.11,101.2,4.42,10.0,1.4,.90,-0.6,11.0,110.0,.507,.502
Jim Palmer,1965,1984,James Alvin Palmer,us,['Pitcher'],Right,Right,1,Player,1990,BBWAA,19.0,268.0,152.0,.638,2.86,558.0,521.0,15.0,211.0,53.0,4.0,3948.0,3349.0,1395.0,1253.0,303.0,1311.0,37.0,2212.0,38.0,11.0,85.0,16114.0,125.0,3.50,1.180,7.6,0.7,3.0,5.0,1.69,3.18,4.14,0.33,0.09,96.7,3.78,271.0,32.2,1.07,-2.0,67.6,612.0,.558,.514
Lowell Palmer,1969,1974,Lowell Raymond Palmer,us,['Pitcher'],Right,Right,-,-,-,-,5.0,5.0,18.0,.217,5.29,106.0,25.0,23.0,2.0,1.0,0.0,316.2,302.0,196.0,186.0,41.0,202.0,18.0,239.0,23.0,1.0,35.0,1440.0,70.0,4.86,1.592,8.6,1.2,5.7,6.8,1.18,5.57,4.22,-0.38,-0.03,100.2,4.58,-38,-4.0,.70,-0.1,-1.1,-8,.462,.494
Matt Palmer,2008,2012,Jonathan Matt Palmer,us,['Pitcher'],Right,Right,-,-,-,-,5.0,13.0,7.0,.650,4.56,63.0,20.0,14.0,1.0,0.0,0.0,185.1,181.0,101.0,94.0,15.0,94.0,4.0,98.0,8.0,0.0,7.0,808.0,94.0,4.74,1.484,8.8,0.7,4.6,4.8,1.04,4.90,4.74,0.28,-0.03,97.4,4.32,-13,-1.2,.65,-0.2,0.5,8.0,.481,.500
Emilio Palmero,1915,1928,Emilio Antonio Palmero,cu,['Pitcher'],Left,Left,-,-,-,-,5.0,6.0,15.0,.286,5.17,41.0,17.0,14.0,5.0,0.0,0.0,141.0,172.0,104.0,81.0,4.0,83.0,0.0,48.0,11.0,0.0,4.0,660.0,78.0,4.65,1.809,11.0,0.3,5.3,3.1,0.58,6.59,4.86,-0.11,0.00,100.8,5.04,-25,-2.3,.75,0.1,-0.8,-9,.443,.496
Ed Palmquist,1960,1961,Edwin Lee Palmquist,us,['Pitcher'],Right,Right,-,-,-,-,2.0,1.0,3.0,.250,5.11,36.0,2.0,10.0,0.0,0.0,1.0,68.2,77.0,47.0,39.0,13.0,36.0,8.0,41.0,6.0,0.0,3.0,315.0,81.0,5.65,1.646,10.1,1.7,4.7,5.4,1.14,6.16,4.56,0.06,-0.13,102.3,4.48,-13,-1.2,.74,0.0,-0.5,-6,.468,.499
Joe Palumbo,2019,2020,Joseph Anthony Palumbo,us,['Pitcher'],Left,Left,-,-,-,-,2.0,0.0,4.0,.000,9.47,9.0,4.0,0.0,0.0,0.0,0.0,19.0,24.0,20.0,20.0,8.0,11.0,0.0,26.0,2.0,0.0,0.0,95.0,55.0,8.00,1.842,11.4,3.8,5.2,12.3,2.36,9.47,5.45,-0.29,-0.07,0.00,116.3,6.62,-6,-0.6,.72,0.0,-0.4,-4,.438
Jose Paniagua,1996,2003,Jose Luis Paniagua,do,['Pitcher'],Right,Right,-,-,-,-,8.0,18.0,21.0,.462,4.49,270.0,14.0,83.0,0.0,0.0,13.0,357.0,354.0,190.0,178.0,40.0,188.0,11.0,276.0,31.0,3.0,20.0,1592.0,101.0,4.85,1.518,8.9,1.0,4.7,7.0,1.47,4.79,5.08,0.07,-0.30,97.2,4.59,-8,-0.6,1.34,-0.3,2.8,32.0,.498,.501
Thomas Pannone,2018,2019,Thomas Edward Pannone,us,['Pitcher'],Left,Left,-,-,-,-,2.0,7.0,7.0,.500,5.43,49.0,13.0,10.0,0.0,0.0,0.0,116.0,110.0,71.0,70.0,20.0,46.0,1.0,98.0,8.0,0.0,6.0,506.0,82.0,5.14,1.345,8.5,1.6,3.6,7.6,2.13,5.51,4.81,0.01,0.02,99.0,4.76,-10,-0.9,.67,-0.1,0.2,3.0,.482,.495
Jim Panther,1971,1973,James Edward Panther,us,['Pitcher'],Right,Right,-,-,-,-,3.0,7.0,13.0,.350,5.26,85.0,4.0,31.0,0.0,0.0,0.0,130.0,156.0,90.0,76.0,12.0,60.0,11.0,56.0,5.0,0.0,2.0,594.0,62.0,4.28,1.662,10.8,0.8,4.2,3.9,0.93,6.23,3.70,-0.13,-0.17,100.0,3.66,-36,-4.1,.75,0.2,-2.6,-27,.452,.489
John Papa,1961,1962,John Paul Papa,us,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,0.0,,22.50,3.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,15.0,24.0,12.10,4.500,22.5,4.5,18.0,13.5,0.75,22.50,4.34,0.21,-0.18,101.0,3.98,-4,-0.4,.45,0.1,-0.2,-4,.379,.499
Al Papai,1948,1955,Alfred Thomas Papai,us,['Pitcher'],Right,Right,-,-,-,-,4.0,9.0,14.0,.391,5.37,88.0,18.0,34.0,8.0,0.0,4.0,239.2,281.0,171.0,143.0,17.0,138.0,10.0,70.0,1.0,0.0,5.0,1121.0,85.0,4.62,1.748,10.6,0.6,5.2,2.6,0.51,6.42,4.91,-0.45,0.00,106.9,5.74,-18,-1.7,.86,-0.4,-0.1,3.0,.481,.497
Larry Pape,1909,1912,Laurence Albert Pape,us,['Pitcher'],Right,Right,-,-,-,-,3.0,13.0,9.0,.591,2.81,51.0,24.0,18.0,13.0,2.0,3.0,282.1,287.0,121.0,88.0,3.0,91.0,,84.0,11.0,1.0,5.0,1144.0,112.0,3.30,1.339,9.1,0.1,2.9,2.7,0.92,3.90,4.31,0.03,0.00,99.1,4.23,10.0,1.3,1.00,-0.3,3.9,38.0,.525,.505
Jonathan Papelbon,2005,2016,Jonathan Robert Papelbon,us,['Pitcher'],Right,Right,-,-,-,-,12.0,41.0,36.0,.532,2.44,689.0,3.0,585.0,0.0,0.0,368.0,725.2,572.0,226.0,197.0,57.0,185.0,18.0,808.0,34.0,1.0,14.0,2938.0,177.0,2.81,1.043,7.1,0.7,2.3,10.0,4.37,2.80,4.52,-0.05,-0.33,103.2,4.38,124.0,13.0,1.70,3.0,23.3,198.0,.519,.507
Frank Papish,1945,1950,Frank Richard Papish,us,['Pitcher'],Right,Left,-,-,-,-,6.0,26.0,29.0,.473,3.58,149.0,64.0,51.0,18.0,3.0,9.0,581.0,541.0,266.0,231.0,26.0,319.0,12.0,255.0,6.0,1.0,11.0,2547.0,103.0,4.03,1.480,8.4,0.4,4.9,4.0,0.80,4.12,4.28,0.06,0.00,98.7,4.17,4.0,0.7,1.12,-0.5,5.0,47.0,.505,.502
John Pappalau,1897,1897,John Joseph Pappalau,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,1.0,.000,10.50,2.0,1.0,1.0,1.0,0.0,0.0,12.0,22.0,16.0,14.0,0.0,6.0,,3.0,2.0,0.0,0.0,64.0,45.0,4.82,2.333,16.5,0.0,4.5,2.3,0.50,12.00,5.90,0.20,0.00,108.0,6.16,-7,-0.5,1.00,0.0,-0.4,-6,.258,.497
Milt Pappas,1957,1973,Milton Steven Pappas,us,['Pitcher'],Right,Right,-,-,-,-,17.0,209.0,164.0,.560,3.40,520.0,465.0,33.0,129.0,43.0,4.0,3186.0,3046.0,1331.0,1203.0,298.0,858.0,89.0,1728.0,72.0,6.0,97.0,13198.0,110.0,3.53,1.225,8.6,0.8,2.4,4.9,2.01,3.76,4.15,0.06,0.05,102.2,4.24,168.0,20.0,1.06,-1.8,46.2,427.0,.538,.508
Eduardo Paredes,2017,2018,Eduardo Jose Paredes,ve,['Pitcher'],Right,Right,-,-,-,-,2.0,0.0,1.0,.000,5.53,32.0,0.0,13.0,0.0,0.0,1.0,40.2,46.0,25.0,25.0,7.0,13.0,1.0,32.0,4.0,0.0,0.0,178.0,78.0,5.08,1.451,10.2,1.5,2.9,7.1,2.46,5.53,4.88,0.23,-0.34,97.9,4.23,-6,-0.6,.72,0.0,-0.2,-2,.481,.498
Edward Paredes,2017,2018,Edward Miguel Paredes,do,['Pitcher'],Left,Left,-,-,-,-,2.0,3.0,0.0,1.000,4.50,25.0,0.0,2.0,0.0,0.0,0.0,16.0,15.0,8.0,8.0,3.0,2.0,0.0,19.0,1.0,0.0,0.0,64.0,93.0,3.78,1.063,8.4,1.7,1.1,10.7,9.50,4.50,4.68,0.37,-0.32,97.7,3.89,-1,-0.1,1.11,-0.1,0.0,0.0,.496,.500
Enoli Paredes,2020,2021,Enoli Norverto Paredes,do,['Pitcher'],Right,Right,-,-,-,-,2.0,3.0,3.0,.500,3.99,34.0,0.0,5.0,0.0,0.0,0.0,29.1,25.0,19.0,13.0,1.0,28.0,0.0,35.0,3.0,0.0,1.0,143.0,112.0,4.41,1.807,7.7,0.3,8.6,10.7,1.25,5.83,4.98,0.25,-0.31,0.58,98.2,4.90,-3,-0.3,1.44,0.1,0.0,0.0,.491
Mike Parisi,2008,2008,Michael Richard Parisi,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,4.0,.000,8.22,12.0,2.0,6.0,0.0,0.0,0.0,23.0,37.0,24.0,21.0,2.0,15.0,2.0,13.0,0.0,0.0,3.0,121.0,52.0,5.09,2.261,14.5,0.8,5.9,5.1,0.87,9.39,4.51,0.47,-0.18,101.0,3.90,-14,-1.3,.95,0.0,-1.1,-12,.393,.492
Chan Ho Park,1994,2010,Chan Ho Park,kr,['Pitcher'],Right,Right,-,-,-,-,17.0,124.0,98.0,.559,4.36,476.0,287.0,52.0,10.0,3.0,2.0,1993.0,1872.0,1046.0,965.0,230.0,910.0,35.0,1715.0,138.0,14.0,75.0,8714.0,97.0,4.45,1.396,8.5,1.0,4.1,7.7,1.88,4.72,4.77,-0.07,0.11,96.2,4.76,7.0,1.6,.89,-1.3,18.1,196.0,.503,.502
Jim Park,1915,1917,James Park,us,['Pitcher'],Right,Right,-,-,-,-,3.0,4.0,5.0,.444,3.02,42.0,9.0,18.0,2.0,0.0,0.0,122.0,114.0,56.0,41.0,4.0,46.0,,40.0,1.0,0.0,2.0,495.0,91.0,3.25,1.311,8.4,0.3,3.4,3.0,0.87,4.13,3.66,-0.01,0.00,98.1,3.59,-7,-0.7,.88,-0.1,0.5,3.0,.483,.499
Parker,1938,1938,,,['Pitcher'],-,-,-,-,-,-,1.0,0.0,1.0,.000,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,4.0,,,,,,,,0.00,,,,,,,-1,0.0,,0.0,0.0,-1,.500,.500
Al Parker,1937,1937,Al Parker,,['Pitcher'],-,Left,-,-,-,-,1.0,0.0,0.0,,7.71,2.0,0.0,0.0,0.0,0.0,0.0,2.1,5.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,66.0,4.92,3.000,19.3,0.0,7.7,3.9,0.50,7.71,5.47,-0.15,0.00,100.0,5.62,0.0,0.0,1.00,0.0,0.0,0.0,.482,.500
Blake Parker,2012,2021,Richard Blake Parker,us,['Pitcher'],Right,Right,-,-,-,-,9.0,16.0,11.0,.593,3.47,350.0,3.0,129.0,0.0,0.0,34.0,345.1,301.0,144.0,133.0,50.0,113.0,6.0,383.0,13.0,0.0,20.0,1436.0,123.0,3.91,1.199,7.8,1.3,2.9,10.0,3.39,3.75,4.66,0.03,-0.31,0.05,99.3,4.33,22.0,2.2,1.06,-0.5,5.2,55.0,.506
Christian Parker,2001,2001,Christian Michael Parker,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,1.0,.000,21.00,1.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,7.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,24.0,12.05,3.000,24.0,6.0,3.0,3.0,1.00,21.00,4.76,-0.62,0.18,100.0,5.56,-5,-0.3,,0.0,-0.3,-5,.174,.498
Clay Parker,1987,1992,James Clayton Parker,us,['Pitcher'],Right,Right,-,-,-,-,4.0,7.0,10.0,.412,4.42,62.0,27.0,11.0,2.0,0.0,0.0,234.0,249.0,120.0,115.0,31.0,78.0,9.0,121.0,6.0,2.0,7.0,1012.0,90.0,4.55,1.397,9.6,1.2,3.0,4.7,1.55,4.62,4.38,0.03,0.03,100.6,4.40,-6,-0.3,.85,-0.1,1.9,17.0,.495,.502
Harry Parker,1970,1976,Harry William Parker,us,['Pitcher'],Right,Right,-,-,-,-,6.0,15.0,21.0,.417,3.85,124.0,30.0,44.0,1.0,0.0,12.0,315.1,315.0,151.0,135.0,24.0,128.0,15.0,172.0,6.0,0.0,14.0,1381.0,95.0,3.75,1.405,9.0,0.7,3.7,4.9,1.34,4.31,4.19,-0.25,-0.10,100.3,4.36,0.0,0.1,1.46,-0.4,2.6,28.0,.501,.501
Jarrod Parker,2011,2013,Jarrod Brent Parker,us,['Pitcher'],Right,Right,-,-,-,-,3.0,25.0,16.0,.610,3.68,62.0,62.0,0.0,1.0,0.0,0.0,384.0,348.0,163.0,157.0,36.0,127.0,5.0,275.0,10.0,0.0,17.0,1591.0,106.0,3.93,1.237,8.2,0.8,3.0,6.4,2.17,3.82,4.44,-0.12,0.17,95.6,4.52,26.0,3.0,,-0.3,6.5,67.0,.548,.508
Jay Parker,1899,1899,Jay Parker,us,['Pitcher'],Left,Right,-,-,-,-,1.0,0.0,0.0,,inf,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,,0.0,1.0,0.0,0.0,3.0,9.0,,,,,,,0.00,,,,,,,-2,0.0,,0.0,0.0,-2,.500,.500
Roy Parker,1919,1919,Roy William Parker,us,['Pitcher'],Right,Right,-,-,-,-,1.0,0.0,0.0,,31.50,2.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,7.0,7.0,0.0,1.0,,0.0,1.0,0.0,0.0,20.0,11.0,5.49,3.500,27.0,0.0,4.5,0.0,0.00,31.50,4.14,0.63,0.00,94.0,3.30,-6,-0.5,1.00,0.0,-0.5,-6,.229,.497
Sonny Parker,1943,1943,Robert Parker,,['Pitcher'],-,Left,-,-,-,-,1.0,1.0,0.0,1.000,0.00,1.0,1.0,,1.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,,7.0,0.0,,0.0,23.0,,1.08,0.286,1.3,0.0,1.3,9.0,7.00,0.00,4.18,-0.06,0.00,100.0,4.24,4.0,0.4,,0.0,0.5,4.0,.916,.503
Slicker Parks,1921,1921,Vernon Henry Parks,us,['Pitcher'],Right,Right,-,-,-,-,1.0,3.0,2.0,.600,5.68,10.0,1.0,5.0,0.0,0.0,0.0,25.1,33.0,17.0,16.0,2.0,16.0,,10.0,1.0,0.0,1.0,126.0,76.0,5.39,1.934,11.7,0.7,5.7,3.6,0.63,6.04,5.01,-0.42,0.00,100.3,5.44,-2,-0.2,1.59,-0.1,0.0,1.0,.483,.499
Roy Parmelee,1929,1939,Leroy Earl Parmelee,us,['Pitcher'],Right,Right,-,-,-,-,10.0,59.0,55.0,.518,4.27,206.0,145.0,40.0,55.0,5.0,3.0,1120.1,1075.0,605.0,532.0,68.0,531.0,20.0,514.0,55.0,1.0,53.0,4916.0,89.0,4.55,1.434,8.6,0.5,4.3,4.1,0.97,4.86,4.53,0.14,0.00,97.2,4.27,-76,-7.0,.76,-0.2,2.4,25.0,.466,.494
Bobby Parnell,2008,2016,Robert Allen Parnell,us,['Pitcher'],Right,Right,-,-,-,-,9.0,20.0,28.0,.417,3.82,335.0,8.0,124.0,0.0,0.0,37.0,336.2,347.0,167.0,143.0,19.0,138.0,15.0,297.0,8.0,2.0,23.0,1480.0,101.0,3.35,1.441,9.3,0.5,3.7,7.9,2.15,4.46,4.34,-0.12,-0.27,96.7,4.06,-16,-1.6,1.29,-0.6,0.8,12.0,.495,.499
Mel Parnell,1947,1956,Melvin Lloyd Parnell,us,['Pitcher'],Left,Left,-,-,-,-,10.0,123.0,75.0,.621,3.50,289.0,232.0,36.0,113.0,20.0,10.0,1752.2,1715.0,797.0,682.0,104.0,758.0,45.0,732.0,28.0,3.0,41.0,7548.0,125.0,3.81,1.411,8.8,0.5,3.9,3.8,0.97,4.09,4.59,0.12,0.00,106.0,4.74,122.0,13.4,1.97,-0.6,27.4,274.0,.547,.513
Rube Parnham,1916,1917,James Arthur Parnham,us,['Pitcher'],Right,Right,-,-,-,-,2.0,2.0,2.0,.500,4.04,6.0,5.0,1.0,2.0,0.0,0.0,35.2,39.0,20.0,16.0,1.0,22.0,,12.0,0.0,0.0,2.0,150.0,71.0,3.84,1.710,9.8,0.3,5.6,3.0,0.55,5.05,3.61,-0.32,0.00,98.9,3.89,-5,-0.5,1.24,0.0,-0.2,-2,.416,.498
